"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-406,100000,0,0,0,0,0
6,-400,100000,1,0,0,0,0
11,-395,100000,0,0,0,0,0
17,-389,100000,1,0,0,0,0
25,-381,100000,0,0,0,0,0
26,-380,100000,1,0,0,0,0
27,-379,100000,0,0,0,0,0
31,-375,100000,1,0,0,0,0
46,-360,100000,0,0,0,0,0
52,-354,100000,1,0,0,0,0
211,-195,100000,0,0,0,0,0
216,-190,100000,1,0,0,0,0
225,-181,100000,0,0,0,0,0
231,-175,100000,1,0,0,0,0
242,-164,100000,0,0,0,0,0
246,-160,100000,1,0,0,0,0
252,-154,100000,0,0,0,0,0
258,-148,100000,1,0,0,0,0
269,-137,100000,0,0,0,0,0
275,-131,100000,1,0,0,0,0
279,-127,100000,0,0,0,0,0
285,-121,100000,1,0,0,0,0
309,-97,100000,0,0,0,0,0
310,-96,100000,1,0,0,0,0
312,-94,100000,0,0,0,0,0
315,-91,100000,1,0,0,0,0
318,-88,100000,0,0,0,0,0
324,-82,100000,1,0,0,0,0
4096,3690,100000,1,0,0,0,0
