"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-406,100000,0,0,0,0,0
6,-400,100000,1,0,0,0,0
12,-394,100000,0,0,0,0,0
18,-388,100000,1,0,0,0,0
26,-380,100000,0,0,0,0,0
27,-379,100000,1,0,0,0,0
29,-377,100000,0,0,0,0,0
32,-374,100000,1,0,0,0,0
39,-367,100000,0,0,0,0,0
45,-361,100000,1,0,0,0,0
205,-201,100000,0,0,0,0,0
211,-195,100000,1,0,0,0,0
226,-180,100000,0,0,0,0,0
232,-174,100000,1,0,0,0,0
242,-164,100000,0,0,0,0,0
247,-159,100000,1,0,0,0,0
253,-153,100000,0,0,0,0,0
259,-147,100000,1,0,0,0,0
270,-136,100000,0,0,0,0,0
271,-135,100000,1,0,0,0,0
272,-134,100000,0,0,0,0,0
276,-130,100000,1,0,0,0,0
280,-126,100000,0,0,0,0,0
286,-120,100000,1,0,0,0,0
310,-96,100000,0,0,0,0,0
316,-90,100000,1,0,0,0,0
320,-86,100000,0,0,0,0,0
326,-80,100000,1,0,0,0,0
4096,3690,100000,1,0,0,0,0
