"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-406,100000,0,0,0,0,0
6,-400,100000,1,0,0,0,0
14,-392,100000,0,0,0,0,0
20,-386,100000,1,0,0,0,0
28,-378,100000,0,0,0,0,0
29,-377,100000,1,0,0,0,0
30,-376,100000,0,0,0,0,0
34,-372,100000,1,0,0,0,0
44,-362,100000,0,0,0,0,0
50,-356,100000,1,0,0,0,0
211,-195,100000,0,0,0,0,0
213,-193,100000,1,0,0,0,0
214,-192,100000,0,0,0,0,0
215,-191,100000,1,0,0,0,0
223,-183,100000,0,0,0,0,0
229,-177,100000,1,0,0,0,0
237,-169,100000,0,0,0,0,0
238,-168,100000,1,0,0,0,0
239,-167,100000,0,0,0,0,0
243,-163,100000,1,0,0,0,0
250,-156,100000,0,0,0,0,0
256,-150,100000,1,0,0,0,0
267,-139,100000,0,0,0,0,0
273,-133,100000,1,0,0,0,0
277,-129,100000,0,0,0,0,0
283,-123,100000,1,0,0,0,0
292,-114,100000,0,0,0,0,0
293,-113,100000,1,0,0,0,0
295,-111,100000,0,0,0,0,0
298,-108,100000,1,0,0,0,0
307,-99,100000,0,0,0,0,0
313,-93,100000,1,0,0,0,0
4096,3690,100000,1,0,0,0,0
