"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-406,100000,0,0,0,0,0
5,-401,100000,1,0,0,0,0
13,-393,100000,0,0,0,0,0
19,-387,100000,1,0,0,0,0
27,-379,100000,0,0,0,0,0
28,-378,100000,1,0,0,0,0
30,-376,100000,0,0,0,0,0
33,-373,100000,1,0,0,0,0
41,-365,100000,0,0,0,0,0
46,-360,100000,1,0,0,0,0
206,-200,100000,0,0,0,0,0
212,-194,100000,1,0,0,0,0
220,-186,100000,0,0,0,0,0
226,-180,100000,1,0,0,0,0
234,-172,100000,0,0,0,0,0
235,-171,100000,1,0,0,0,0
236,-170,100000,0,0,0,0,0
240,-166,100000,1,0,0,0,0
254,-152,100000,0,0,0,0,0
260,-146,100000,1,0,0,0,0
272,-134,100000,0,0,0,0,0
277,-129,100000,1,0,0,0,0
281,-125,100000,0,0,0,0,0
286,-120,100000,1,0,0,0,0
295,-111,100000,0,0,0,0,0
297,-109,100000,1,0,0,0,0
298,-108,100000,0,0,0,0,0
301,-105,100000,1,0,0,0,0
304,-102,100000,0,0,0,0,0
310,-96,100000,1,0,0,0,0
4096,3690,100000,1,0,0,0,0
