"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-2042,2000000,0,0,0,0,0
3,-2039,2000000,1,0,0,0,0
7,-2035,2000000,0,0,0,0,0
25,-2017,2000000,1,0,0,0,0
30,-2012,2000000,0,0,0,0,0
39,-2003,2000000,1,0,0,0,0
160,-1882,2000000,0,0,0,0,0
205,-1837,2000000,1,0,0,0,0
267,-1775,2000000,0,0,0,0,0
271,-1771,2000000,1,0,0,0,0
280,-1762,2000000,0,0,0,0,0
285,-1757,2000000,1,0,0,0,0
289,-1753,2000000,0,0,0,0,0
312,-1730,2000000,1,0,0,0,0
368,-1674,2000000,0,0,0,0,0
413,-1629,2000000,1,0,0,0,0
1629,-413,2000000,0,0,0,0,0
1633,-409,2000000,1,0,0,0,0
1638,-404,2000000,0,0,0,0,0
1656,-386,2000000,1,0,0,0,0
1660,-382,2000000,0,0,0,0,0
1670,-372,2000000,1,0,0,0,0
1737,-305,2000000,0,0,0,0,0
1782,-260,2000000,1,0,0,0,0
1847,-195,2000000,0,0,0,0,0
1852,-190,2000000,1,0,0,0,0
1861,-181,2000000,0,0,0,0,0
1893,-149,2000000,1,0,0,0,0
1944,-98,2000000,0,0,0,0,0
1990,-52,2000000,1,0,0,0,0
2075,33,2000000,0,0,0,0,0
2079,37,2000000,1,0,0,0,0
2084,42,2000000,0,0,0,0,0
2093,51,2000000,1,0,0,0,0
2102,60,2000000,0,0,0,0,0
2107,65,2000000,1,0,0,0,0
2111,69,2000000,0,0,0,0,0
2120,78,2000000,1,0,0,0,0
2179,137,2000000,0,0,0,0,0
2225,183,2000000,1,0,0,0,0
2289,247,2000000,0,0,0,0,0
2298,256,2000000,1,0,0,0,0
2303,261,2000000,0,0,0,0,0
2307,265,2000000,1,0,0,0,0
2312,270,2000000,0,0,0,0,0
2334,292,2000000,1,0,0,0,0
2360,318,2000000,0,0,0,0,0
2405,363,2000000,1,0,0,0,0
4096,2054,2000000,1,0,0,0,0
