"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-2042,2000000,0,0,0,0,0
3,-2039,2000000,1,0,0,0,0
7,-2035,2000000,0,0,0,0,0
25,-2017,2000000,1,0,0,0,0
30,-2012,2000000,0,0,0,0,0
39,-2003,2000000,1,0,0,0,0
101,-1941,2000000,0,0,0,0,0
146,-1896,2000000,1,0,0,0,0
212,-1830,2000000,0,0,0,0,0
217,-1825,2000000,1,0,0,0,0
226,-1816,2000000,0,0,0,0,0
230,-1812,2000000,1,0,0,0,0
235,-1807,2000000,0,0,0,0,0
258,-1784,2000000,1,0,0,0,0
313,-1729,2000000,0,0,0,0,0
358,-1684,2000000,1,0,0,0,0
1578,-464,2000000,0,0,0,0,0
1583,-459,2000000,1,0,0,0,0
1587,-455,2000000,0,0,0,0,0
1605,-437,2000000,1,0,0,0,0
1610,-432,2000000,0,0,0,0,0
1619,-423,2000000,1,0,0,0,0
1681,-361,2000000,0,0,0,0,0
1727,-315,2000000,1,0,0,0,0
1788,-254,2000000,0,0,0,0,0
1792,-250,2000000,1,0,0,0,0
1801,-241,2000000,0,0,0,0,0
1833,-209,2000000,1,0,0,0,0
1925,-117,2000000,0,0,0,0,0
1970,-72,2000000,1,0,0,0,0
2052,10,2000000,0,0,0,0,0
2056,14,2000000,1,0,0,0,0
2061,19,2000000,0,0,0,0,0
2070,28,2000000,1,0,0,0,0
2079,37,2000000,0,0,0,0,0
2084,42,2000000,1,0,0,0,0
2088,46,2000000,0,0,0,0,0
2097,55,2000000,1,0,0,0,0
2124,82,2000000,0,0,0,0,0
2169,127,2000000,1,0,0,0,0
2234,192,2000000,0,0,0,0,0
2243,201,2000000,1,0,0,0,0
2248,206,2000000,0,0,0,0,0
2252,210,2000000,1,0,0,0,0
2257,215,2000000,0,0,0,0,0
2279,237,2000000,1,0,0,0,0
2305,263,2000000,0,0,0,0,0
2350,308,2000000,1,0,0,0,0
4096,2054,2000000,1,0,0,0,0
