"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-2042,2000000,0,0,0,0,0
3,-2039,2000000,1,0,0,0,0
7,-2035,2000000,0,0,0,0,0
26,-2016,2000000,1,0,0,0,0
30,-2012,2000000,0,0,0,0,0
39,-2003,2000000,1,0,0,0,0
81,-1961,2000000,0,0,0,0,0
127,-1915,2000000,1,0,0,0,0
194,-1848,2000000,0,0,0,0,0
199,-1843,2000000,1,0,0,0,0
208,-1834,2000000,0,0,0,0,0
212,-1830,2000000,1,0,0,0,0
217,-1825,2000000,0,0,0,0,0
240,-1802,2000000,1,0,0,0,0
298,-1744,2000000,0,0,0,0,0
344,-1698,2000000,1,0,0,0,0
1562,-480,2000000,0,0,0,0,0
1566,-476,2000000,1,0,0,0,0
1571,-471,2000000,0,0,0,0,0
1589,-453,2000000,1,0,0,0,0
1594,-448,2000000,0,0,0,0,0
1603,-439,2000000,1,0,0,0,0
1668,-374,2000000,0,0,0,0,0
1714,-328,2000000,1,0,0,0,0
1776,-266,2000000,0,0,0,0,0
1781,-261,2000000,1,0,0,0,0
1790,-252,2000000,0,0,0,0,0
1822,-220,2000000,1,0,0,0,0
1926,-116,2000000,0,0,0,0,0
1971,-71,2000000,1,0,0,0,0
2059,17,2000000,0,0,0,0,0
2072,30,2000000,1,0,0,0,0
2077,35,2000000,0,0,0,0,0
2104,62,2000000,1,0,0,0,0
2134,92,2000000,0,0,0,0,0
2179,137,2000000,1,0,0,0,0
2246,204,2000000,0,0,0,0,0
2255,213,2000000,1,0,0,0,0
2259,217,2000000,0,0,0,0,0
2264,222,2000000,1,0,0,0,0
2268,226,2000000,0,0,0,0,0
2291,249,2000000,1,0,0,0,0
2315,273,2000000,0,0,0,0,0
2360,318,2000000,1,0,0,0,0
4096,2054,2000000,1,0,0,0,0
