"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-406,1000000,0,0,0,0,0
3,-403,1000000,1,0,0,0,0
8,-398,1000000,0,0,0,0,0
26,-380,1000000,1,0,0,0,0
31,-375,1000000,0,0,0,0,0
40,-366,1000000,1,0,0,0,0
93,-313,1000000,0,0,0,0,0
139,-267,1000000,1,0,0,0,0
204,-202,1000000,0,0,0,0,0
208,-198,1000000,1,0,0,0,0
217,-189,1000000,0,0,0,0,0
222,-184,1000000,1,0,0,0,0
226,-180,1000000,0,0,0,0,0
249,-157,1000000,1,0,0,0,0
360,-46,1000000,0,0,0,0,0
405,-1,1000000,1,0,0,0,0
1619,1213,1000000,0,0,0,0,0
1624,1218,1000000,1,0,0,0,0
1629,1223,1000000,0,0,0,0,0
1647,1241,1000000,1,0,0,0,0
1651,1245,1000000,0,0,0,0,0
1660,1254,1000000,1,0,0,0,0
1728,1322,1000000,0,0,0,0,0
1773,1367,1000000,1,0,0,0,0
1838,1432,1000000,0,0,0,0,0
1843,1437,1000000,1,0,0,0,0
1852,1446,1000000,0,0,0,0,0
1884,1478,1000000,1,0,0,0,0
1931,1525,1000000,0,0,0,0,0
1976,1570,1000000,1,0,0,0,0
2061,1655,1000000,0,0,0,0,0
2066,1660,1000000,1,0,0,0,0
2070,1664,1000000,0,0,0,0,0
2107,1701,1000000,1,0,0,0,0
2134,1728,1000000,0,0,0,0,0
2179,1773,1000000,1,0,0,0,0
2243,1837,1000000,0,0,0,0,0
2252,1846,1000000,1,0,0,0,0
2257,1851,1000000,0,0,0,0,0
2261,1855,1000000,1,0,0,0,0
2266,1860,1000000,0,0,0,0,0
2289,1883,1000000,1,0,0,0,0
2355,1949,1000000,0,0,0,0,0
2401,1995,1000000,1,0,0,0,0
4096,3690,1000000,1,0,0,0,0
