"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-406,1000000,0,0,0,0,0
3,-403,1000000,1,0,0,0,0
8,-398,1000000,0,0,0,0,0
26,-380,1000000,1,0,0,0,0
31,-375,1000000,0,0,0,0,0
40,-366,1000000,1,0,0,0,0
83,-323,1000000,0,0,0,0,0
128,-278,1000000,1,0,0,0,0
190,-216,1000000,0,0,0,0,0
195,-211,1000000,1,0,0,0,0
204,-202,1000000,0,0,0,0,0
208,-198,1000000,1,0,0,0,0
213,-193,1000000,0,0,0,0,0
236,-170,1000000,1,0,0,0,0
295,-111,1000000,0,0,0,0,0
340,-66,1000000,1,0,0,0,0
1556,1150,1000000,0,0,0,0,0
1560,1154,1000000,1,0,0,0,0
1565,1159,1000000,0,0,0,0,0
1583,1177,1000000,1,0,0,0,0
1588,1182,1000000,0,0,0,0,0
1597,1191,1000000,1,0,0,0,0
1663,1257,1000000,0,0,0,0,0
1708,1302,1000000,1,0,0,0,0
1774,1368,1000000,0,0,0,0,0
1779,1373,1000000,1,0,0,0,0
1788,1382,1000000,0,0,0,0,0
1820,1414,1000000,1,0,0,0,0
1925,1519,1000000,0,0,0,0,0
1970,1564,1000000,1,0,0,0,0
2052,1646,1000000,0,0,0,0,0
2057,1651,1000000,1,0,0,0,0
2061,1655,1000000,0,0,0,0,0
2098,1692,1000000,1,0,0,0,0
2124,1718,1000000,0,0,0,0,0
2169,1763,1000000,1,0,0,0,0
2230,1824,1000000,0,0,0,0,0
2239,1833,1000000,1,0,0,0,0
2243,1837,1000000,0,0,0,0,0
2248,1842,1000000,1,0,0,0,0
2252,1846,1000000,0,0,0,0,0
2275,1869,1000000,1,0,0,0,0
2300,1894,1000000,0,0,0,0,0
2345,1939,1000000,1,0,0,0,0
4096,3690,1000000,1,0,0,0,0
