Time[s], Channel 7
-0.100000000000000, 1
0.000000000000000, 0
0.000005250000000, 1
0.000010750000000, 0
0.000032250000000, 1
0.000037500000000, 0
0.000048250000000, 1
0.000183500000000, 0
0.000237000000000, 1
0.000311750000000, 0
0.000317250000000, 1
0.000327750000000, 0
0.000333250000000, 1
0.000338500000000, 0
0.000365500000000, 1
0.000434250000000, 0
0.000487500000000, 1
0.001166750000000, 0
0.001172000000000, 1
0.001177500000000, 0
0.001199000000000, 1
0.001204250000000, 0
0.001215000000000, 1
0.001282000000000, 0
0.001335500000000, 1
0.001580750000000, 0
0.001586000000000, 1
0.001591500000000, 0
0.001596750000000, 1
0.001602250000000, 0
0.001634500000000, 1
0.001692750000000, 0
0.001746000000000, 1
0.001822500000000, 0
0.001844250000000, 1
0.001849500000000, 0
0.001865750000000, 1
0.001871000000000, 0
0.001876500000000, 1
0.001911250000000, 0
0.001964750000000, 1
0.066257000000000, 0
0.066262500000000, 1
0.066267750000000, 0
0.066289500000000, 1
0.066294750000000, 0
0.066305500000000, 1
0.066355250000000, 0
0.066408750000000, 1
0.066509750000000, 0
0.066515250000000, 1
0.066526000000000, 0
0.066531500000000, 1
0.066536750000000, 0
0.066563750000000, 1
0.066632500000000, 0
0.066659250000000, 1
0.066664500000000, 0
0.066686000000000, 1
