"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-2042,2000000,0,0,0,0,0
3,-2039,2000000,1,0,0,0,0
7,-2035,2000000,0,0,0,0,0
25,-2017,2000000,1,0,0,0,0
30,-2012,2000000,0,0,0,0,0
39,-2003,2000000,1,0,0,0,0
88,-1954,2000000,0,0,0,0,0
133,-1909,2000000,1,0,0,0,0
199,-1843,2000000,0,0,0,0,0
203,-1839,2000000,1,0,0,0,0
212,-1830,2000000,0,0,0,0,0
217,-1825,2000000,1,0,0,0,0
221,-1821,2000000,0,0,0,0,0
244,-1798,2000000,1,0,0,0,0
301,-1741,2000000,0,0,0,0,0
346,-1696,2000000,1,0,0,0,0
1566,-476,2000000,0,0,0,0,0
1571,-471,2000000,1,0,0,0,0
1575,-467,2000000,0,0,0,0,0
1593,-449,2000000,1,0,0,0,0
1598,-444,2000000,0,0,0,0,0
1607,-435,2000000,1,0,0,0,0
1670,-372,2000000,0,0,0,0,0
1716,-326,2000000,1,0,0,0,0
1776,-266,2000000,0,0,0,0,0
1780,-262,2000000,1,0,0,0,0
1789,-253,2000000,0,0,0,0,0
1821,-221,2000000,1,0,0,0,0
1874,-168,2000000,0,0,0,0,0
1919,-123,2000000,1,0,0,0,0
1999,-43,2000000,0,0,0,0,0
2004,-38,2000000,1,0,0,0,0
2008,-34,2000000,0,0,0,0,0
2045,3,2000000,1,0,0,0,0
2073,31,2000000,0,0,0,0,0
2118,76,2000000,1,0,0,0,0
2181,139,2000000,0,0,0,0,0
2191,149,2000000,1,0,0,0,0
2195,153,2000000,0,0,0,0,0
2200,158,2000000,1,0,0,0,0
2204,162,2000000,0,0,0,0,0
2227,185,2000000,1,0,0,0,0
2299,257,2000000,0,0,0,0,0
2344,302,2000000,1,0,0,0,0
4096,2054,2000000,1,0,0,0,0
