"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-2042,2000000,0,0,0,0,0
2,-2040,2000000,1,0,0,0,0
7,-2035,2000000,0,0,0,0,0
25,-2017,2000000,1,0,0,0,0
29,-2013,2000000,0,0,0,0,0
39,-2003,2000000,1,0,0,0,0
77,-1965,2000000,0,0,0,0,0
122,-1920,2000000,1,0,0,0,0
184,-1858,2000000,0,0,0,0,0
189,-1853,2000000,1,0,0,0,0
198,-1844,2000000,0,0,0,0,0
203,-1839,2000000,1,0,0,0,0
207,-1835,2000000,0,0,0,0,0
230,-1812,2000000,1,0,0,0,0
289,-1753,2000000,0,0,0,0,0
334,-1708,2000000,1,0,0,0,0
1552,-490,2000000,0,0,0,0,0
1556,-486,2000000,1,0,0,0,0
1561,-481,2000000,0,0,0,0,0
1579,-463,2000000,1,0,0,0,0
1584,-458,2000000,0,0,0,0,0
1593,-449,2000000,1,0,0,0,0
1659,-383,2000000,0,0,0,0,0
1704,-338,2000000,1,0,0,0,0
1766,-276,2000000,0,0,0,0,0
1771,-271,2000000,1,0,0,0,0
1780,-262,2000000,0,0,0,0,0
1812,-230,2000000,1,0,0,0,0
1917,-125,2000000,0,0,0,0,0
1962,-80,2000000,1,0,0,0,0
2044,2,2000000,0,0,0,0,0
2049,7,2000000,1,0,0,0,0
2053,11,2000000,0,0,0,0,0
2090,48,2000000,1,0,0,0,0
2120,78,2000000,0,0,0,0,0
2165,123,2000000,1,0,0,0,0
2226,184,2000000,0,0,0,0,0
2236,194,2000000,1,0,0,0,0
2240,198,2000000,0,0,0,0,0
2245,203,2000000,1,0,0,0,0
2249,207,2000000,0,0,0,0,0
2272,230,2000000,1,0,0,0,0
2296,254,2000000,0,0,0,0,0
2342,300,2000000,1,0,0,0,0
4096,2054,2000000,1,0,0,0,0
