"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-3682,2000000,0,0,0,0,0
2,-3680,2000000,1,0,0,0,0
7,-3675,2000000,0,0,0,0,0
25,-3657,2000000,1,0,0,0,0
30,-3652,2000000,0,0,0,0,0
39,-3643,2000000,1,0,0,0,0
104,-3578,2000000,0,0,0,0,0
149,-3533,2000000,1,0,0,0,0
212,-3470,2000000,0,0,0,0,0
216,-3466,2000000,1,0,0,0,0
225,-3457,2000000,0,0,0,0,0
230,-3452,2000000,1,0,0,0,0
234,-3448,2000000,0,0,0,0,0
257,-3425,2000000,1,0,0,0,0
370,-3312,2000000,0,0,0,0,0
415,-3267,2000000,1,0,0,0,0
1149,-2533,2000000,0,0,0,0,0
1154,-2528,2000000,1,0,0,0,0
1158,-2524,2000000,0,0,0,0,0
1177,-2505,2000000,1,0,0,0,0
1181,-2501,2000000,0,0,0,0,0
1190,-2492,2000000,1,0,0,0,0
1255,-2427,2000000,0,0,0,0,0
1300,-2382,2000000,1,0,0,0,0
1377,-2305,2000000,0,0,0,0,0
1381,-2301,2000000,1,0,0,0,0
1386,-2296,2000000,0,0,0,0,0
1391,-2291,2000000,1,0,0,0,0
1400,-2282,2000000,0,0,0,0,0
1422,-2260,2000000,1,0,0,0,0
1454,-2228,2000000,0,0,0,0,0
1499,-2183,2000000,1,0,0,0,0
1559,-2123,2000000,0,0,0,0,0
1573,-2109,2000000,1,0,0,0,0
1577,-2105,2000000,0,0,0,0,0
1604,-2078,2000000,1,0,0,0,0
1652,-2030,2000000,0,0,0,0,0
1697,-1985,2000000,1,0,0,0,0
1841,-1841,2000000,0,0,0,0,0
1846,-1836,2000000,1,0,0,0,0
1850,-1832,2000000,0,0,0,0,0
1868,-1814,2000000,1,0,0,0,0
1873,-1809,2000000,0,0,0,0,0
1882,-1800,2000000,1,0,0,0,0
1946,-1736,2000000,0,0,0,0,0
1991,-1691,2000000,1,0,0,0,0
2201,-1481,2000000,0,0,0,0,0
2210,-1472,2000000,1,0,0,0,0
2219,-1463,2000000,0,0,0,0,0
2246,-1436,2000000,1,0,0,0,0
2298,-1384,2000000,0,0,0,0,0
2343,-1339,2000000,1,0,0,0,0
2405,-1277,2000000,0,0,0,0,0
2451,-1231,2000000,1,0,0,0,0
2478,-1204,2000000,0,0,0,0,0
2524,-1158,2000000,1,0,0,0,0
2583,-1099,2000000,0,0,0,0,0
2592,-1090,2000000,1,0,0,0,0
2597,-1085,2000000,0,0,0,0,0
2601,-1081,2000000,1,0,0,0,0
2606,-1076,2000000,0,0,0,0,0
2628,-1054,2000000,1,0,0,0,0
2654,-1028,2000000,0,0,0,0,0
2700,-982,2000000,1,0,0,0,0
4096,414,2000000,1,0,0,0,0
