"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-2042,2000000,0,0,0,0,0
2,-2040,2000000,1,0,0,0,0
7,-2035,2000000,0,0,0,0,0
25,-2017,2000000,1,0,0,0,0
29,-2013,2000000,0,0,0,0,0
39,-2003,2000000,1,0,0,0,0
77,-1965,2000000,0,0,0,0,0
123,-1919,2000000,1,0,0,0,0
184,-1858,2000000,0,0,0,0,0
189,-1853,2000000,1,0,0,0,0
198,-1844,2000000,0,0,0,0,0
203,-1839,2000000,1,0,0,0,0
207,-1835,2000000,0,0,0,0,0
230,-1812,2000000,1,0,0,0,0
285,-1757,2000000,0,0,0,0,0
330,-1712,2000000,1,0,0,0,0
1546,-496,2000000,0,0,0,0,0
1550,-492,2000000,1,0,0,0,0
1555,-487,2000000,0,0,0,0,0
1573,-469,2000000,1,0,0,0,0
1577,-465,2000000,0,0,0,0,0
1587,-455,2000000,1,0,0,0,0
1653,-389,2000000,0,0,0,0,0
1699,-343,2000000,1,0,0,0,0
1764,-278,2000000,0,0,0,0,0
1769,-273,2000000,1,0,0,0,0
1778,-264,2000000,0,0,0,0,0
1810,-232,2000000,1,0,0,0,0
1861,-181,2000000,0,0,0,0,0
1906,-136,2000000,1,0,0,0,0
1992,-50,2000000,0,0,0,0,0
1996,-46,2000000,1,0,0,0,0
2001,-41,2000000,0,0,0,0,0
2010,-32,2000000,1,0,0,0,0
2019,-23,2000000,0,0,0,0,0
2024,-18,2000000,1,0,0,0,0
2028,-14,2000000,0,0,0,0,0
2037,-5,2000000,1,0,0,0,0
2091,49,2000000,0,0,0,0,0
2137,95,2000000,1,0,0,0,0
2201,159,2000000,0,0,0,0,0
2210,168,2000000,1,0,0,0,0
2215,173,2000000,0,0,0,0,0
2219,177,2000000,1,0,0,0,0
2224,182,2000000,0,0,0,0,0
2247,205,2000000,1,0,0,0,0
2272,230,2000000,0,0,0,0,0
2317,275,2000000,1,0,0,0,0
4096,2054,2000000,1,0,0,0,0
