"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
0,-3682,1000000,0,0,0,0,0
4,-3678,1000000,1,0,0,0,0
8,-3674,1000000,0,0,0,0,0
26,-3656,1000000,1,0,0,0,0
31,-3651,1000000,0,0,0,0,0
40,-3642,1000000,1,0,0,0,0
79,-3603,1000000,0,0,0,0,0
124,-3558,1000000,1,0,0,0,0
208,-3474,1000000,0,0,0,0,0
213,-3469,1000000,1,0,0,0,0
222,-3460,1000000,0,0,0,0,0
227,-3455,1000000,1,0,0,0,0
231,-3451,1000000,0,0,0,0,0
254,-3428,1000000,1,0,0,0,0
364,-3318,1000000,0,0,0,0,0
409,-3273,1000000,1,0,0,0,0
1132,-2550,1000000,0,0,0,0,0
1137,-2545,1000000,1,0,0,0,0
1141,-2541,1000000,0,0,0,0,0
1160,-2522,1000000,1,0,0,0,0
1164,-2518,1000000,0,0,0,0,0
1173,-2509,1000000,1,0,0,0,0
1217,-2465,1000000,0,0,0,0,0
1262,-2420,1000000,1,0,0,0,0
1360,-2322,1000000,0,0,0,0,0
1364,-2318,1000000,1,0,0,0,0
1369,-2313,1000000,0,0,0,0,0
1374,-2308,1000000,1,0,0,0,0
1383,-2299,1000000,0,0,0,0,0
1405,-2277,1000000,1,0,0,0,0
1438,-2244,1000000,0,0,0,0,0
1483,-2199,1000000,1,0,0,0,0
1546,-2136,1000000,0,0,0,0,0
1560,-2122,1000000,1,0,0,0,0
1565,-2117,1000000,0,0,0,0,0
1592,-2090,1000000,1,0,0,0,0
1691,-1991,1000000,0,0,0,0,0
1736,-1946,1000000,1,0,0,0,0
1901,-1781,1000000,0,0,0,0,0
1906,-1776,1000000,1,0,0,0,0
1911,-1771,1000000,0,0,0,0,0
1929,-1753,1000000,1,0,0,0,0
1933,-1749,1000000,0,0,0,0,0
1942,-1740,1000000,1,0,0,0,0
2047,-1635,1000000,0,0,0,0,0
2092,-1590,1000000,1,0,0,0,0
2188,-1494,1000000,0,0,0,0,0
2197,-1485,1000000,1,0,0,0,0
2206,-1476,1000000,0,0,0,0,0
2234,-1448,1000000,1,0,0,0,0
2282,-1400,1000000,0,0,0,0,0
2327,-1355,1000000,1,0,0,0,0
2388,-1294,1000000,0,0,0,0,0
2434,-1248,1000000,1,0,0,0,0
2462,-1220,1000000,0,0,0,0,0
2508,-1174,1000000,1,0,0,0,0
2570,-1112,1000000,0,0,0,0,0
2580,-1102,1000000,1,0,0,0,0
2584,-1098,1000000,0,0,0,0,0
2589,-1093,1000000,1,0,0,0,0
2593,-1089,1000000,0,0,0,0,0
2616,-1066,1000000,1,0,0,0,0
2693,-989,1000000,0,0,0,0,0
2738,-944,1000000,1,0,0,0,0
4096,414,1000000,1,0,0,0,0
