Time[s], Channel 7
-0.100000000000000, 1
0.000000000000000, 0
0.000005500000000, 1
0.000010750000000, 0
0.000032500000000, 1
0.000037750000000, 0
0.000048500000000, 1
0.000100500000000, 0
0.000154000000000, 1
0.000371000000000, 0
0.000376500000000, 1
0.000387250000000, 0
0.000392750000000, 1
0.000398000000000, 0
0.000425000000000, 1
0.000495000000000, 0
0.000548500000000, 1
0.001839000000000, 0
0.001844250000000, 1
0.001849750000000, 0
0.001871250000000, 1
0.001876500000000, 0
0.001887250000000, 1
0.001951000000000, 0
0.002004250000000, 1
0.002080750000000, 0
0.002086250000000, 1
0.002097000000000, 0
0.002134750000000, 1
0.002190750000000, 0
0.002244250000000, 1
0.002435750000000, 0
0.002457250000000, 1
0.002462500000000, 0
0.002473500000000, 1
0.002478750000000, 0
0.002489500000000, 1
0.002521500000000, 0
0.002575000000000, 1
0.002650750000000, 0
0.002661500000000, 1
0.002667000000000, 0
0.002672250000000, 1
0.002677750000000, 0
0.002704500000000, 1
0.002734750000000, 0
0.002788250000000, 1
0.457407250000000, 0
0.457412750000000, 1
0.457418000000000, 0
0.457439750000000, 1
0.457445000000000, 0
0.457455750000000, 1
0.457500000000000, 0
0.457553250000000, 1
0.457627750000000, 0
0.457633250000000, 1
0.457643750000000, 0
0.457649250000000, 1
0.457654750000000, 0
0.457681500000000, 1
0.457814500000000, 0
0.457868000000000, 1
0.459160000000000, 0
0.459165500000000, 1
0.459170750000000, 0
0.459192500000000, 1
0.459197750000000, 0
0.459208500000000, 1
0.459286250000000, 0
0.459339750000000, 1
0.459461250000000, 0
0.459466750000000, 1
0.459477250000000, 0
0.459515000000000, 1
0.459574250000000, 0
0.459627750000000, 1
0.459730000000000, 0
0.459740750000000, 1
0.459757000000000, 0
0.459767750000000, 1
0.459773000000000, 0
0.459784000000000, 1
0.459830250000000, 0
0.459883750000000, 1
0.459955750000000, 0
0.459966750000000, 1
0.459972000000000, 0
0.459977500000000, 1
0.459982750000000, 0
0.460009750000000, 1
0.460038250000000, 0
0.460091500000000, 1
0.914153250000000, 0
0.914158750000000, 1
0.914164000000000, 0
0.914185500000000, 1
0.914190750000000, 0
0.914201750000000, 1
0.914264750000000, 0
0.914318250000000, 1
0.914475750000000, 0
0.914481250000000, 1
0.914492000000000, 0
0.914497500000000, 1
0.914502750000000, 0
0.914529750000000, 1
0.914600750000000, 0
0.914654000000000, 1
0.915949000000000, 0
0.915954500000000, 1
0.915959750000000, 0
0.915981500000000, 1
0.915986750000000, 0
0.915997500000000, 1
0.916072500000000, 0
0.916126000000000, 1
0.916201750000000, 0
0.916207250000000, 1
0.916217750000000, 0
0.916255500000000, 1
0.916317750000000, 0
0.916371250000000, 1
0.916524250000000, 0
0.916529750000000, 1
0.916540500000000, 0
0.916546000000000, 1
0.916551250000000, 0
0.916562000000000, 1
0.916567250000000, 0
0.916578250000000, 1
0.916611000000000, 0
0.916664500000000, 1
0.916739500000000, 0
0.916750250000000, 1
0.916755500000000, 0
0.916761000000000, 1
0.916766250000000, 0
0.916793250000000, 1
0.916824500000000, 0
0.916877750000000, 1
4.543801750000000, 0
4.543807250000000, 1
4.543812500000000, 0
4.543833999999999, 1
4.543839250000000, 0
4.543850250000000, 1
4.543912250000000, 0
4.543965750000000, 1
4.544054500000000, 0
4.544060000000000, 1
4.544070500000000, 0
4.544076000000000, 1
4.544081250000000, 0
4.544108250000000, 1
4.544179000000000, 0
4.544232249999999, 1
4.545828750000000, 0
4.545834250000000, 1
4.545839500000000, 0
4.545860999999999, 1
4.545866500000000, 0
4.545877250000000, 1
4.546013250000000, 0
4.546066750000000, 1
4.546140500000000, 0
4.546145999999999, 1
4.546156750000000, 0
4.546194499999999, 1
4.546253249999999, 0
4.546306749999999, 1
4.546404000000000, 0
4.546409500000000, 1
4.546431000000000, 0
4.546441750000000, 1
4.546447000000000, 0
4.546457999999999, 1
4.546493250000000, 0
4.546546750000000, 1
4.546780500000000, 0
4.546791250000000, 1
4.546796500000000, 0
4.546802000000000, 1
4.546807250000000, 0
4.546834250000000, 1
4.546866500000000, 0
4.546920000000000, 1
4.609585750000000, 0
4.609591249999999, 1
4.609596499999999, 0
4.609618000000000, 1
4.609623500000000, 0
4.609634250000000, 1
4.631899499999999, 0
4.631952750000000, 1
4.632028000000000, 0
4.632033499999999, 1
4.632044250000000, 0
4.632049750000000, 1
4.632054999999999, 0
4.632082000000000, 1
4.632150000000000, 0
4.632155500000000, 1
4.632171250000000, 0
4.632203500000000, 1
5.457417250000000, 0
5.457422750000000, 1
5.457428000000000, 0
5.457449500000000, 1
5.457454750000000, 0
5.457465750000000, 1
5.457543250000000, 0
5.457596750000000, 1
5.457809750000000, 0
5.457815249999999, 1
5.457825750000000, 0
5.457831250000000, 1
5.457836500000000, 0
5.457863499999999, 1
5.457932500000000, 0
5.457986000000000, 1
5.459433499999999, 0
5.459439000000000, 1
5.459444250000000, 0
5.459465750000000, 1
5.459471250000000, 0
5.459482000000000, 1
5.459548250000000, 0
5.459601750000000, 1
5.459826000000000, 0
5.459831500000000, 1
5.459842000000000, 0
5.459879750000000, 1
5.459937500000000, 0
5.459991000000000, 1
5.460094750000000, 0
5.460100250000000, 1
5.460110999999999, 0
5.460116500000000, 1
5.460132499999999, 0
5.460148750000000, 1
5.460183000000000, 0
5.460236249999999, 1
5.460315250000000, 0
5.460325999999999, 1
5.460331500000000, 0
5.460336750000000, 1
5.460342250000000, 0
5.460369000000000, 1
5.460401500000000, 0
5.460455000000000, 1
5.536804249999999, 0
5.536809750000000, 1
5.536815000000000, 0
5.536836750000000, 1
5.536842000000000, 0
5.536852750000000, 1
5.545764999999999, 0
5.545818499999999, 1
5.545896249999999, 0
5.545901750000000, 1
5.545912500000000, 0
5.545917999999999, 1
5.545923250000000, 0
5.545950250000000, 1
5.546021000000000, 0
5.546026500000000, 1
5.546042250000000, 0
5.546074249999999, 1
